STATION,NAME,DATE,PRCP,SNOW,SNWD,WESD,WESF
US1COAR0043,"DENVER 9.4 S, CO US",5/25/2020,1.04,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",5/26/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",5/27/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",5/28/2020,0.02,0,0.02,0,0.02
US1COAR0043,"DENVER 9.4 S, CO US",5/29/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",5/30/2020,0.07,0,0.07,0,0.07
US1COAR0043,"DENVER 9.4 S, CO US",5/31/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/1/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/2/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/3/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/4/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/5/2020,0.01,0,0.01,0,0.01
US1COAR0043,"DENVER 9.4 S, CO US",6/6/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/7/2020,0.04,0,0.04,0,0.04
US1COAR0043,"DENVER 9.4 S, CO US",6/8/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/9/2020,0.51,0,0.51,0,0.51
US1COAR0043,"DENVER 9.4 S, CO US",6/10/2020,0.14,0,0.14,0,0.14
US1COAR0043,"DENVER 9.4 S, CO US",6/11/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/12/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/13/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/14/2020,0.05,0,0.05,0,0.05
US1COAR0043,"DENVER 9.4 S, CO US",6/15/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/16/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/17/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/18/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/19/2020,0.02,0,0.02,0,0.02
US1COAR0043,"DENVER 9.4 S, CO US",6/20/2020,0.01,0,0.01,0,0.01
US1COAR0043,"DENVER 9.4 S, CO US",6/21/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/22/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/23/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/24/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/25/2020,0.03,0,0.03,0,0.03
US1COAR0043,"DENVER 9.4 S, CO US",6/26/2020,0.02,0,0.02,0,0.02
US1COAR0043,"DENVER 9.4 S, CO US",6/27/2020,0.06,0,0.06,0,0.06
US1COAR0043,"DENVER 9.4 S, CO US",6/28/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/29/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",6/30/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/1/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/2/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/3/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/4/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/5/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/6/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/7/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/8/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/9/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/10/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/11/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/12/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/13/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/14/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/15/2020,0.07,0,0.07,0,0.07
US1COAR0043,"DENVER 9.4 S, CO US",7/16/2020,0.06,0,0.06,0,0.06
US1COAR0043,"DENVER 9.4 S, CO US",7/17/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/18/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/19/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/20/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/21/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/22/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/23/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/24/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/25/2020,0.12,0,0.12,0,0.12
US1COAR0043,"DENVER 9.4 S, CO US",7/26/2020,0.18,0,0.18,0,0.18
US1COAR0043,"DENVER 9.4 S, CO US",7/27/2020,0.03,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/28/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/29/2020,0.02,0,0.02,0,0.02
US1COAR0043,"DENVER 9.4 S, CO US",7/30/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",7/31/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/1/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/2/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/3/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/4/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/5/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/6/2020,0.07,0,0.07,0,0.07
US1COAR0043,"DENVER 9.4 S, CO US",8/7/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/8/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/9/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/10/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/11/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/12/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/13/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/14/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/15/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/16/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/17/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/18/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/19/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/20/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/21/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/22/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/23/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/24/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/25/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/26/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/27/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/28/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",8/29/2020,0.07,0,0.07,0,0.07
US1COAR0043,"DENVER 9.4 S, CO US",8/30/2020,0.04,0,0.04,0,0.04
US1COAR0043,"DENVER 9.4 S, CO US",8/31/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/1/2020,0.18,0,0.18,0,0.18
US1COAR0043,"DENVER 9.4 S, CO US",9/2/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/3/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/4/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/5/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/6/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/7/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/8/2020,0.39,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/9/2020,0.47,2,2,0.3,0.3
US1COAR0043,"DENVER 9.4 S, CO US",9/10/2020,0.01,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/11/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/12/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/13/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/14/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/15/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/16/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/17/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/18/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/19/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/20/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/21/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/22/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/23/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/24/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/25/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/26/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/27/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/28/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/29/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",9/30/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",10/1/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",10/2/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",10/3/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",10/4/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",10/5/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",10/6/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",10/7/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",10/8/2020,0,0,0,0,0
US1COAR0043,"DENVER 9.4 S, CO US",10/9/2020,0,0,0,0,0
